Russian Premier Liga,FC Krasnodar,CSKA Moscow,0.3776,0.3212
Austrian T-Mobile Bundesliga,Wolfsberger AC,SV Mattersburg,0.5426,0.1917
Austrian T-Mobile Bundesliga,Cashpoint SC Rheindorf Altach,FC Trenkwalder Admira,0.4282,0.3004
Austrian T-Mobile Bundesliga,Rapid Vienna,St. Pölten,0.775,0.0786
Dutch Eredivisie,Roda JC,NAC,0.3838,0.3432
Dutch Eredivisie,Ajax,Sparta,0.9026,0.0137
German Bundesliga,Borussia Dortmund,RB Leipzig,0.6624,0.1405
Turkish Turkcell Super Lig,Konyaspor,Galatasaray,0.2833,0.4618
Spanish Primera Division,Alavés,Real Sociedad,0.3889,0.3468
Barclays Premier League,Watford,Arsenal,0.2227,0.5521
English League Championship,Wolverhampton,Aston Villa,0.3994,0.3047
Swiss Raiffeisen Super League,FC Lugano,Basel,0.2094,0.5568
Swiss Raiffeisen Super League,Lausanne Sports,Young Boys,0.1948,0.5978
Argentina Primera Division,Rosario Central,Argentinos Juniors,0.4801,0.2245
Argentina Primera Division,Colon Santa Fe,Temperley,0.5063,0.1843
French Ligue 1,Toulouse,Amiens,0.6377,0.1203
French Ligue 1,St Etienne,Metz,0.5446,0.1901
French Ligue 1,Caen,Angers,0.4036,0.3013
French Ligue 1,Guingamp,Stade Rennes,0.452,0.269
French Ligue 1,Lille,Troyes,0.5196,0.2048
Spanish Segunda Division,Tenerife,Numancia,0.4987,0.2003
Dutch Eredivisie,FC Utrecht,Heerenveen,0.4868,0.2659
Dutch Eredivisie,Feyenoord,PEC Zwolle,0.7481,0.085
Spanish Primera Division,Atletico Madrid,Barcelona,0.2868,0.4676
Italy Serie A,AS Roma,Napoli,0.3862,0.3677
Argentina Primera Division,Estudiantes,Banfield,0.4572,0.2609
National Women's Soccer League,Portland Thorns,North Carolina FC,0.5539,0.4461
Argentina Primera Division,Velez Sarsfield,Newell's Old Boys,0.4799,0.211
Mexican Primera Division Torneo Apertura,Cruz Azul,Club América,0.4524,0.2583
Brasileiro Série A,Vasco da Gama,Botafogo,0.4164,0.3082
Argentina Primera Division,Racing Club,Tigre,0.5718,0.1782
Brasileiro Série A,São Paulo,Atlético Paranaense,0.4786,0.2576
Mexican Primera Division Torneo Apertura,Monterrey,Pachuca,0.5581,0.1951
Mexican Primera Division Torneo Apertura,León,Tigres UANL,0.3599,0.3627
Mexican Primera Division Torneo Apertura,Necaxa,Pumas Unam,0.4842,0.2104
Mexican Primera Division Torneo Apertura,Guadalajara,Morelia,0.3996,0.2968
Spanish Segunda Division,Reus Deportiu,Rayo Vallecano,0.3609,0.2585
Spanish Primera Division,Eibar,Deportivo La Coruña,0.5084,0.235
Italy Serie A,Fiorentina,Udinese,0.496,0.2485
Dutch Eredivisie,Heracles,Vitesse,0.3368,0.4032
Russian Premier Liga,FC Ufa,Lokomotiv Moscow,0.2716,0.3822
Turkish Turkcell Super Lig,Kasimpasa,Sivasspor,0.4515,0.3077
German 2. Bundesliga,SpVgg Greuther Fürth,Erzgebirge Aue,0.4105,0.2802
German 2. Bundesliga,1. FC Heidenheim 1846,Holstein Kiel,0.3524,0.3528
German 2. Bundesliga,Jahn Regensburg,1. FC Union Berlin,0.2765,0.4639
English League Championship,Derby County,Nottingham Forest,0.5049,0.2368
Barclays Premier League,Brighton and Hove Albion,Everton,0.2978,0.4087
Dutch Eredivisie,Willem II,FC Twente,0.2863,0.4321
Dutch Eredivisie,FC Groningen,AZ,0.381,0.3711
Dutch Eredivisie,VVV Venlo,PSV,0.1533,0.6239
Italy Serie A,Sampdoria,Atalanta,0.3082,0.4235
French Ligue 1,Bordeaux,Nantes,0.5691,0.1731
Italy Serie A,Cagliari,Genoa,0.4578,0.2638
Swedish Allsvenskan,AIK,Jonkopings Sodra IF,0.8271,0.0431
Italy Serie A,Sassuolo,Chievo Verona,0.4468,0.2835
Italy Serie A,Crotone,Torino,0.3289,0.3944
Italy Serie A,Bologna,Spal,0.5097,0.1872
Turkish Turkcell Super Lig,Trabzonspor,Akhisar Belediye,0.4566,0.3041
Russian Premier Liga,Rostov,Rubin Kazan,0.4233,0.2673
German Bundesliga,Bayer Leverkusen,VfL Wolfsburg,0.5438,0.2108
Swiss Raiffeisen Super League,Thun,FC Zurich,0.3842,0.35
Swiss Raiffeisen Super League,Grasshoppers Zürich,FC Luzern,0.505,0.2571
Swiss Raiffeisen Super League,FC Sion,St Gallen,0.4684,0.2656
Spanish Segunda Division,Albacete,Sevilla Atletico,0.4916,0.2321
Argentina Primera Division,Chacarita Juniors,CA Independiente,0.1995,0.5328
Spanish Primera Division,Girona FC,Villarreal,0.3493,0.37
Austrian T-Mobile Bundesliga,SK Sturm Graz,FK Austria Vienna,0.4215,0.3277
Dutch Eredivisie,ADO Den Haag,Excelsior,0.4931,0.2303
French Ligue 1,Montpellier,Nice,0.3763,0.3403
Barclays Premier League,Southampton,Newcastle,0.4999,0.2146
Italy Serie B,Avellino,Salernitana,0.3995,0.3166
Swedish Allsvenskan,IK Sirius,Djurgardens IF,0.1687,0.6514
Swedish Allsvenskan,IF Elfsborg,GIF Sundsvall,0.6172,0.1773
German Bundesliga,Werder Bremen,Borussia Monchengladbach,0.4371,0.3074
Spanish Segunda Division,Almeria,Real Valladolid,0.3772,0.3436
Norwegian Tippeligaen,Valerenga,Aalesund,0.5303,0.235
Norwegian Tippeligaen,Lillestrom,Sogndal,0.4853,0.2546
Russian Premier Liga,Zenit St Petersburg,FC Arsenal Tula,0.7826,0.0518
Norwegian Tippeligaen,Kristiansund BK,Viking FK,0.5666,0.2102
Norwegian Tippeligaen,Haugesund,Sandefjord,0.5059,0.2265
Turkish Turkcell Super Lig,Fenerbahce,Yeni Malatyaspor,0.7436,0.0958
Spanish Primera Division,Málaga,Leganes,0.4126,0.286
Argentina Primera Division,Godoy Cruz,Gimnasia La Plata,0.4435,0.26
Norwegian Tippeligaen,Molde,SK Brann,0.4959,0.2739
Spanish Segunda Division,Cordoba,Gimnástic Tarragona,0.454,0.2736
Spanish Segunda Division,Real Zaragoza,Osasuna,0.3424,0.3729
Spanish Primera Division,Real Betis,Valencia,0.4274,0.3227
Italy Serie A,Internazionale,AC Milan,0.5266,0.2279
Brasileiro Série A,Chapecoense AF,Flamengo,0.3803,0.3345
Brasileiro Série A,Atlético Goianiense,Palmeiras,0.3704,0.3624
Brasileiro Série A,Fluminense,Avaí,0.5842,0.1666
Brasileiro Série A,Sport Recife,Atletico Mineiro,0.4086,0.3213
French Ligue 1,Strasbourg,Marseille,0.213,0.5493
Argentina Primera Division,Belgrano Cordoba,Talleres de Córdoba,0.3646,0.317
Major League Soccer,New York Red Bulls,Atlanta United FC,0.4887,0.2672
Brasileiro Série A,Bahía,Corinthians,0.3334,0.3923
Brasileiro Série A,Coritiba,Grêmio,0.332,0.373
Major League Soccer,Orlando City SC,Columbus Crew,0.4374,0.3078
Major League Soccer,Chicago Fire,Philadelphia Union,0.5277,0.2301
Major League Soccer,Toronto FC,Montreal Impact,0.7393,0.0996
Major League Soccer,New England Revolution,New York City FC,0.3687,0.3829
Argentina Primera Division,River Plate,Atlético Tucumán,0.6222,0.1454
Argentina Primera Division,Patronato,Boca Juniors,0.1785,0.5767
Major League Soccer,Vancouver Whitecaps,San Jose Earthquakes,0.5943,0.1783
Mexican Primera Division Torneo Apertura,Santos Laguna,Atlas,0.4465,0.2758
Major League Soccer,Portland Timbers,DC United,0.6116,0.1768
Major League Soccer,Sporting Kansas City,Houston Dynamo,0.5399,0.1952
Major League Soccer,Seattle Sounders FC,FC Dallas,0.551,0.191
Major League Soccer,Los Angeles Galaxy,Minnesota United FC,0.5167,0.2523
Major League Soccer,Colorado Rapids,Real Salt Lake,0.3662,0.3639
Russian Premier Liga,Amkar Perm,FC Tosno,0.533,0.1584
Swedish Allsvenskan,IFK Norrkoping,Malmo FF,0.2828,0.485
Norwegian Tippeligaen,Sarpsborg,Stabaek,0.561,0.2188
Turkish Turkcell Super Lig,Bursaspor,Ankaraspor,0.5893,0.2012
Swedish Allsvenskan,Kalmar FF,Hammarby,0.4167,0.3134
Italy Serie B,Virtus Entella,Empoli,0.2758,0.4533
German 2. Bundesliga,SV Darmstadt 98,1. FC Nürnberg,0.4798,0.2641
French Ligue 2,Lorient,Niort,0.6644,0.1183
Italy Serie A,Verona,Benevento,0.4503,0.2351
Barclays Premier League,Leicester City,West Bromwich Albion,0.5163,0.2118
Spanish Segunda Division,AD Alcorcon,Lugo,0.3395,0.3004
Spanish Primera Division,Las Palmas,Celta Vigo,0.4161,0.3306
Brasileiro Série A,Santos,Vítoria,0.5592,0.189
Argentina Primera Division,Olimpo,Huracán,0.3966,0.2948
Argentina Primera Division,Arsenal Sarandi,San Martin San Juan,0.4228,0.2831
UEFA Champions League,NK Maribor,Liverpool,0.1359,0.6594
UEFA Champions League,Feyenoord,Shakhtar Donetsk,0.3373,0.4024
UEFA Champions League,Spartak Moscow,Sevilla FC,0.2897,0.4407
UEFA Champions League,Real Madrid,Tottenham Hotspur,0.6679,0.1395
UEFA Champions League,RB Leipzig,FC Porto,0.4819,0.258
UEFA Champions League,Manchester City,Napoli,0.5697,0.2069
UEFA Champions League,AS Monaco,Besiktas,0.6557,0.1423
UEFA Champions League,Apoel Nicosia,Borussia Dortmund,0.1285,0.6583
Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Tijuana,0.3801,0.3327
Mexican Primera Division Torneo Apertura,Querétaro,Cruz Azul,0.3473,0.3604
Mexican Primera Division Torneo Apertura,Tigres UANL,Veracruz,0.6152,0.1321
Mexican Primera Division Torneo Apertura,Pumas Unam,León,0.3163,0.4054
Mexican Primera Division Torneo Apertura,Atlas,Morelia,0.4122,0.3075
UEFA Champions League,FK Qarabag,Atletico Madrid,0.0457,0.7474
UEFA Champions League,Barcelona,Olympiacos,0.9187,0.0053
UEFA Champions League,Anderlecht,Paris Saint-Germain,0.1384,0.6592
UEFA Champions League,Juventus,Sporting CP,0.7054,0.0882
UEFA Champions League,Chelsea,AS Roma,0.5191,0.2383
UEFA Champions League,Benfica,Manchester United,0.2774,0.4474
UEFA Champions League,Bayern Munich,Celtic,0.8858,0.0233
UEFA Champions League,CSKA Moscow,Basel,0.5958,0.1442
Brasileiro Série A,Atlético Goianiense,Vasco da Gama,0.4563,0.2699
Brasileiro Série A,Coritiba,Cruzeiro,0.3203,0.3957
Brasileiro Série A,Atletico Mineiro,Chapecoense AF,0.5858,0.1682
Brasileiro Série A,Corinthians,Grêmio,0.4986,0.2085
Brasileiro Série A,Fluminense,São Paulo,0.4408,0.2985
Brasileiro Série A,Avaí,Botafogo,0.3347,0.3821
Mexican Primera Division Torneo Apertura,Santos Laguna,Necaxa,0.4561,0.2321
Mexican Primera Division Torneo Apertura,Pachuca,Toluca,0.433,0.2873
Mexican Primera Division Torneo Apertura,Club América,Guadalajara,0.5022,0.2155
Mexican Primera Division Torneo Apertura,Puebla,Monterrey,0.2498,0.4662
UEFA Europa League,FC Astana,Maccabi Tel-Aviv,0.4023,0.3096
UEFA Europa League,Konyaspor,FC Salzburg,0.2614,0.4595
UEFA Europa League,Nice,Lazio,0.3289,0.4244
UEFA Europa League,Marseille,Guimaraes,0.6973,0.102
UEFA Europa League,FC Zorya Luhansk,Hertha Berlin,0.2473,0.4574
UEFA Europa League,BATE Borisov,FC Cologne,0.3011,0.4314
UEFA Europa League,Red Star Belgrade,Arsenal,0.2813,0.4987
UEFA Europa League,Zenit St Petersburg,Rosenborg,0.6544,0.1225
UEFA Europa League,Hapoel Be'er,Steaua Bucuresti,0.396,0.2942
UEFA Europa League,SV Zulte Waregem,Vitesse,0.3816,0.3778
UEFA Europa League,Östersunds FK,Athletic Bilbao,0.1906,0.5628
UEFA Europa League,FC Lugano,Viktoria Plzen,0.1945,0.5846
UEFA Europa League,Vardar,Real Sociedad,0.146,0.6477
UEFA Europa League,Dynamo Kiev,Young Boys,0.5798,0.1865
UEFA Europa League,Atalanta,Apollon Limassol,0.8394,0.0235
UEFA Europa League,Villarreal,Slavia Prague,0.6014,0.1546
UEFA Europa League,Everton,Lyon,0.3558,0.3903
UEFA Europa League,AC Milan,AEK Athens,0.6601,0.1114
UEFA Europa League,FC Sheriff Tiraspol,Lokomotiv Moscow,0.1359,0.5854
UEFA Europa League,Skenderbeu Korce,FK Partizan Belgrade,0.2996,0.4315
UEFA Europa League,Braga,Ludogorets,0.531,0.1978
UEFA Europa League,FK Austria Vienna,Rijeka,0.4155,0.3134
UEFA Europa League,Zlín,FC Copenhagen,0.3411,0.3496
UEFA Europa League,TSG Hoffenheim,Istanbul Basaksehir,0.6565,0.1332
Brasileiro Série A,Vítoria,Atlético Paranaense,0.4863,0.2584
Brasileiro Série A,Palmeiras,Ponte Preta,0.6068,0.1454
Brasileiro Série A,Sport Recife,Santos,0.4035,0.3091
Brasileiro Série A,Flamengo,Bahía,0.5923,0.1679
German 2. Bundesliga,Fortuna Düsseldorf,SV Darmstadt 98,0.3478,0.3802
German 2. Bundesliga,FC Ingolstadt 04,1. FC Heidenheim 1846,0.6727,0.1185
Turkish Turkcell Super Lig,Antalyaspor,Kasimpasa,0.4434,0.3139
Italy Serie B,Cremonese,Brescia,0.4164,0.2806
Swedish Allsvenskan,Orebro SK,Halmstads BK,0.5289,0.2449
Turkish Turkcell Super Lig,Goztepe,Alanyaspor,0.4286,0.3564
French Ligue 2,Paris FC,Valenciennes,0.3978,0.2649
French Ligue 2,Tours,Sochaux,0.3834,0.3335
French Ligue 2,Auxerre,US Quevilly,0.5255,0.1736
French Ligue 2,Niort,Bourg-Peronnas,0.5209,0.2246
French Ligue 2,AS Nancy Lorraine,Clermont Foot,0.4224,0.2549
French Ligue 2,Orléans,Lorient,0.2247,0.5099
Dutch Eredivisie,FC Groningen,Willem II,0.5671,0.1928
French Ligue 2,Le Havre,Chateauroux,0.5951,0.1545
French Ligue 2,Nimes,Brest,0.4222,0.293
German Bundesliga,Schalke 04,Mainz,0.5348,0.2027
French Ligue 1,St Etienne,Montpellier,0.4573,0.247
Barclays Premier League,West Ham United,Brighton and Hove Albion,0.5538,0.1763
Italy Serie B,Bari,Cittadella,0.4211,0.2827
Spanish Segunda Division,Osasuna,FC Barcelona II,0.6624,0.1358
Portuguese Liga,Estoril Praia,Boavista,0.4226,0.2657
Mexican Primera Division Torneo Apertura,Morelia,León,0.4295,0.2985
Mexican Primera Division Torneo Apertura,Atlas,Tijuana,0.4193,0.2743
Russian Premier Liga,Energiya Khabarovsk,FC Ufa,0.2987,0.3351
German 2. Bundesliga,Holstein Kiel,Arminia Bielefeld,0.4685,0.2644
Turkish Turkcell Super Lig,Ankaraspor,Karabükspor,0.3164,0.4399
Russian Premier Liga,FC Tosno,Rostov,0.3158,0.3694
Spanish Primera Division,Levante,Getafe,0.3954,0.314
German 2. Bundesliga,1. FC Union Berlin,SpVgg Greuther Fürth,0.5375,0.1996
German 2. Bundesliga,Eintracht Braunschweig,VfL Bochum,0.438,0.2702
Barclays Premier League,Chelsea,Watford,0.7637,0.0756
Italy Serie B,Parma,Virtus Entella,0.5068,0.2059
Italy Serie B,Salernitana,Frosinone,0.3829,0.304
Italy Serie B,US Pescara,Avellino,0.6196,0.17
Italy Serie B,Palermo,Novara,0.5303,0.1646
French Ligue 2,Lens,Reims,0.392,0.3181
Italy Serie B,Spezia,Perugia,0.3299,0.3358
Italy Serie B,F.B.C Unione Venezia,Empoli,0.2448,0.4941
Italy Serie B,Ternana,Ascoli,0.4357,0.2866
Italy Serie B,Pro Vercelli,Carpi,0.3963,0.2675
Italy Serie B,Cesena,Foggia,0.4072,0.3224
German Bundesliga,RB Leipzig,VfB Stuttgart,0.6577,0.1351
Turkish Turkcell Super Lig,Akhisar Belediye,Genclerbirligi,0.5981,0.1783
Russian Premier Liga,Rubin Kazan,Dinamo Moscow,0.5266,0.1794
German Bundesliga,Borussia Monchengladbach,Bayer Leverkusen,0.4015,0.3557
German Bundesliga,Eintracht Frankfurt,Borussia Dortmund,0.22,0.5387
German Bundesliga,FC Augsburg,Hannover 96,0.5453,0.1874
English League Championship,Wolverhampton,Preston North End,0.4657,0.2539
Barclays Premier League,Stoke City,AFC Bournemouth,0.4984,0.2416
English League Championship,Brentford,Sunderland,0.4536,0.2903
English League Championship,Nottingham Forest,Burton Albion,0.5376,0.198
Scottish Premiership,Ross County,Hamilton Academical,0.445,0.3023
Austrian T-Mobile Bundesliga,SK Sturm Graz,SV Mattersburg,0.6841,0.1146
English League Championship,Barnsley,Hull City,0.2946,0.459
Scottish Premiership,Partick Thistle,Dundee,0.412,0.3312
English League Championship,Sheffield United,Reading,0.4338,0.2664
Spanish Segunda Division,SD Huesca,Cadiz,0.5506,0.1567
English League Championship,Bolton,Queens Park Rangers,0.2966,0.419
English League Championship,Bristol City,Leeds United,0.4614,0.2576
English League Championship,Aston Villa,Fulham,0.4323,0.2882
Scottish Premiership,Hearts,St Johnstone,0.4183,0.3
Barclays Premier League,Huddersfield Town,Manchester United,0.0884,0.7162
Barclays Premier League,Manchester City,Burnley,0.8536,0.0334
Barclays Premier League,Swansea City,Leicester City,0.3762,0.3337
Barclays Premier League,Newcastle,Crystal Palace,0.44,0.2784
English League Championship,Middlesbrough,Cardiff City,0.4453,0.2561
Swedish Allsvenskan,Vasby United,IF Elfsborg,0.3203,0.4483
English League Championship,Derby County,Sheffield Wednesday,0.4304,0.2882
Spanish Primera Division,Real Betis,Alavés,0.5384,0.2051
Portuguese Liga,Feirense,Rio Ave,0.3162,0.3774
French Ligue 1,AS Monaco,Caen,0.6815,0.1201
Italy Serie A,Sampdoria,Crotone,0.5722,0.1716
Spanish Segunda Division,Numancia,Granada,0.3875,0.3196
Norwegian Tippeligaen,Aalesund,Kristiansund BK,0.4124,0.349
Russian Premier Liga,Spartak Moscow,Amkar Perm,0.53,0.1847
Barclays Premier League,Southampton,West Bromwich Albion,0.5021,0.2096
Austrian T-Mobile Bundesliga,Cashpoint SC Rheindorf Altach,Wolfsberger AC,0.4616,0.2398
Dutch Eredivisie,NAC,PEC Zwolle,0.3617,0.3636
Turkish Turkcell Super Lig,Yeni Malatyaspor,Trabzonspor,0.356,0.4187
German Bundesliga,Hamburg SV,Bayern Munich,0.0935,0.7541
English League Championship,Millwall,Birmingham,0.4745,0.2426
Spanish Primera Division,Valencia,Sevilla FC,0.4737,0.2853
Austrian T-Mobile Bundesliga,St. Pölten,LASK Linz,0.422,0.307
Swiss Raiffeisen Super League,FC Zurich,Grasshoppers Zürich,0.5209,0.2162
Swiss Raiffeisen Super League,Basel,Thun,0.7445,0.0962
Portuguese Liga,Vitoria Setubal,Maritimo,0.357,0.3291
Dutch Eredivisie,Excelsior,Sparta,0.5721,0.1792
Dutch Eredivisie,VVV Venlo,ADO Den Haag,0.4696,0.2436
French Ligue 1,Metz,Dijon FCO,0.3774,0.3533
French Ligue 1,Angers,Toulouse,0.5105,0.2115
French Ligue 1,Amiens,Bordeaux,0.1872,0.5672
Spanish Segunda Division,La Hoya Lorca,Tenerife,0.2862,0.4019
French Ligue 1,Stade Rennes,Lille,0.4704,0.245
French Ligue 1,Nantes,Guingamp,0.4539,0.2534
Spanish Segunda Division,Sevilla Atletico,Real Zaragoza,0.2215,0.5083
Italy Serie A,Napoli,Internazionale,0.5737,0.2024
Spanish Primera Division,Barcelona,Málaga,0.9206,0.0162
Dutch Eredivisie,FC Twente,Roda JC,0.5927,0.1684
Brasileiro Série A,Vasco da Gama,Coritiba,0.5176,0.1968
Portuguese Liga,FC Porto,Pacos Ferreira,0.8422,0.0328
Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Cruz Azul,0.3137,0.4167
Mexican Primera Division Torneo Apertura,Querétaro,Santos Laguna,0.3653,0.363
Mexican Primera Division Torneo Apertura,Tigres UANL,Toluca,0.525,0.2002
Mexican Primera Division Torneo Apertura,Pachuca,Puebla,0.4661,0.252
Mexican Primera Division Torneo Apertura,Club América,Necaxa,0.5193,0.1946
Spanish Segunda Division,Real Oviedo,Cordoba,0.5418,0.2185
Spanish Primera Division,Villarreal,Las Palmas,0.5961,0.1794
Italy Serie A,Chievo Verona,Verona,0.5811,0.1467
Dutch Eredivisie,PSV,Heracles,0.8131,0.0608
English League Championship,Ipswich Town,Norwich City,0.3513,0.3766
Turkish Turkcell Super Lig,Sivasspor,Bursaspor,0.4877,0.2855
Russian Premier Liga,Ural Sverdlovsk Oblast,Terek Grozny,0.4926,0.2399
German Bundesliga,FC Cologne,Werder Bremen,0.3778,0.3442
German 2. Bundesliga,1. FC Nürnberg,Dynamo Dresden,0.504,0.2409
German 2. Bundesliga,1. FC Kaiserslautern,MSV Duisburg,0.4262,0.2782
German 2. Bundesliga,Erzgebirge Aue,Jahn Regensburg,0.459,0.2571
Austrian T-Mobile Bundesliga,FC Trenkwalder Admira,FC Salzburg,0.2234,0.5526
Dutch Eredivisie,Feyenoord,Ajax,0.3591,0.3523
Barclays Premier League,Everton,Arsenal,0.2793,0.4754
Dutch Eredivisie,AZ,FC Utrecht,0.473,0.2753
Swedish Allsvenskan,IFK Goteborg,Östersunds FK,0.3994,0.3501
French Ligue 1,Nice,Strasbourg,0.6548,0.1409
Italy Serie A,Torino,AS Roma,0.2362,0.5421
Italy Serie A,AC Milan,Genoa,0.6075,0.1563
Italy Serie A,Benevento,Fiorentina,0.2124,0.5279
Swedish Allsvenskan,GIF Sundsvall,IFK Norrkoping,0.2581,0.4882
Italy Serie A,Atalanta,Bologna,0.5989,0.1511
Italy Serie A,Spal,Sassuolo,0.3519,0.3632
Turkish Turkcell Super Lig,Kayserispor,Konyaspor,0.4743,0.2498
Russian Premier Liga,CSKA Moscow,Zenit St Petersburg,0.3819,0.3221
German Bundesliga,SC Freiburg,Hertha Berlin,0.4083,0.2963
Swiss Raiffeisen Super League,FC Sion,FC Lugano,0.5293,0.2092
Swiss Raiffeisen Super League,FC Luzern,Young Boys,0.2334,0.5428
Spanish Segunda Division,Real Valladolid,Lugo,0.51,0.2148
Swiss Raiffeisen Super League,St Gallen,Lausanne Sports,0.4868,0.2792
Spanish Primera Division,Celta Vigo,Atletico Madrid,0.3271,0.4058
Austrian T-Mobile Bundesliga,FK Austria Vienna,Rapid Vienna,0.4551,0.3067
Dutch Eredivisie,Heerenveen,Vitesse,0.3276,0.4072
French Ligue 1,Troyes,Lyon,0.2267,0.5421
Portuguese Liga,Tondela,Belenenses,0.4178,0.2923
Barclays Premier League,Tottenham Hotspur,Liverpool,0.4903,0.2566
Swedish Allsvenskan,Djurgardens IF,BK Hacken,0.5388,0.227
Norwegian Tippeligaen,Viking FK,Valerenga,0.3633,0.3891
Norwegian Tippeligaen,Stabaek,Tromso,0.5233,0.2653
Italy Serie A,Udinese,Juventus,0.1643,0.6133
Norwegian Tippeligaen,Molde,Haugesund,0.5463,0.2046
Spanish Segunda Division,Rayo Vallecano,Sporting Gijón,0.3729,0.3445
German Bundesliga,VfL Wolfsburg,TSG Hoffenheim,0.4087,0.3174
Norwegian Tippeligaen,Sandefjord,Stromsgodset,0.3499,0.366
Norwegian Tippeligaen,Sogndal,Sarpsborg,0.3854,0.331
Russian Premier Liga,Anzhi Makhachkala,FC Arsenal Tula,0.3484,0.3741
Spanish Segunda Division,Gimnástic Tarragona,AD Alcorcon,0.5905,0.1376
Turkish Turkcell Super Lig,Galatasaray,Fenerbahce,0.5208,0.2527
Spanish Primera Division,Leganes,Athletic Bilbao,0.4513,0.2529
Portuguese Liga,Desportivo Aves,Benfica,0.1187,0.6793
Mexican Primera Division Torneo Apertura,Pumas Unam,Monterrey,0.2707,0.4511
Spanish Segunda Division,Almeria,Reus Deportiu,0.4324,0.1502
Norwegian Tippeligaen,SK Brann,Rosenborg,0.2792,0.4721
Spanish Primera Division,Real Madrid,Eibar,0.8846,0.0272
Italy Serie A,Lazio,Cagliari,0.7389,0.0946
Brasileiro Série A,Cruzeiro,Atletico Mineiro,0.5358,0.2085
Brasileiro Série A,Grêmio,Palmeiras,0.4944,0.2186
Brasileiro Série A,São Paulo,Flamengo,0.3954,0.3414
Brasileiro Série A,Atlético Paranaense,Sport Recife,0.5163,0.2208
Brasileiro Série A,Bahía,Vítoria,0.4584,0.3014
French Ligue 1,Marseille,Paris Saint-Germain,0.1612,0.649
Brasileiro Série A,Santos,Atlético Goianiense,0.6218,0.142
Portuguese Liga,Sporting CP,Chaves,0.7538,0.0694
Major League Soccer,Real Salt Lake,Sporting Kansas City,0.4524,0.269
Major League Soccer,Houston Dynamo,Chicago Fire,0.4899,0.2719
Major League Soccer,FC Dallas,Los Angeles Galaxy,0.5684,0.196
Major League Soccer,New York City FC,Columbus Crew,0.5335,0.2266
Major League Soccer,Philadelphia Union,Orlando City SC,0.5446,0.2058
Major League Soccer,Atlanta United FC,Toronto FC,0.4246,0.3254
Major League Soccer,San Jose Earthquakes,Minnesota United FC,0.4948,0.2621
Major League Soccer,Seattle Sounders FC,Colorado Rapids,0.6879,0.0906
Major League Soccer,Portland Timbers,Vancouver Whitecaps,0.5992,0.1877
Major League Soccer,DC United,New York Red Bulls,0.3307,0.417
Major League Soccer,Montreal Impact,New England Revolution,0.5067,0.2598
Brasileiro Série A,Ponte Preta,Avaí,0.5445,0.1721
Brasileiro Série A,Chapecoense AF,Fluminense,0.4797,0.2509
Mexican Primera Division Torneo Apertura,Veracruz,Guadalajara,0.3656,0.3067
Russian Premier Liga,Lokomotiv Moscow,FC Krasnodar,0.4278,0.2725
Turkish Turkcell Super Lig,Besiktas,Istanbul Basaksehir,0.5664,0.2007
Swedish Allsvenskan,Malmo FF,AIK,0.4816,0.2698
Swedish Allsvenskan,Hammarby,IK Sirius,0.5456,0.2248
Swedish Allsvenskan,Jonkopings Sodra IF,Kalmar FF,0.3552,0.3793
Norwegian Tippeligaen,Odd BK,Lillestrom,0.4614,0.2652
Portuguese Liga,Moreirense,Braga,0.2697,0.4581
Spanish Primera Division,Real Sociedad,Espanyol,0.62,0.1637
German 2. Bundesliga,SV Sandhausen,FC St. Pauli,0.3815,0.2833
Italy Serie B,Brescia,Bari,0.3054,0.3961
Spanish Segunda Division,Cultural Leonesa,Albacete,0.5473,0.211
French Ligue 2,AC Ajaccio,GFC Ajaccio,0.5623,0.1629
Spanish Primera Division,Deportivo La Coruña,Girona FC,0.5152,0.2232
Portuguese Liga,Guimaraes,Portimonense,0.4724,0.2642
Brasileiro Série A,Botafogo,Corinthians,0.4013,0.3134
Italy Serie B,Empoli,US Pescara,0.4784,0.2723
Italy Serie B,Carpi,Palermo,0.3235,0.2846
Italy Serie B,Cittadella,F.B.C Unione Venezia,0.4357,0.2723
Italy Serie B,Foggia,Parma,0.2512,0.4895
Italy Serie B,Perugia,Cesena,0.548,0.2078
Italy Serie B,Frosinone,Ternana,0.5275,0.21
Italy Serie B,Novara,Salernitana,0.449,0.243
Italy Serie B,Ascoli,Spezia,0.3767,0.278
Italy Serie B,Virtus Entella,Cremonese,0.466,0.2491
Italy Serie B,Avellino,Pro Vercelli,0.3993,0.3284
Scottish Premiership,St Johnstone,Ross County,0.4748,0.2631
Scottish Premiership,Hibernian,Hearts,0.3621,0.349
Italy Serie A,Internazionale,Sampdoria,0.6295,0.1559
Scottish Premiership,Hamilton Academical,Partick Thistle,0.4317,0.3135
Italy Serie A,Atalanta,Verona,0.7832,0.054
Italy Serie A,AS Roma,Crotone,0.8372,0.035
Italy Serie A,Juventus,Spal,0.882,0.0203
Italy Serie A,Cagliari,Benevento,0.6041,0.1469
Italy Serie A,Fiorentina,Torino,0.5275,0.2346
Italy Serie A,Sassuolo,Udinese,0.4481,0.2875
Scottish Premiership,Dundee,Motherwell,0.3084,0.4529
Scottish Premiership,Rangers,Kilmarnock,0.7503,0.0787
Italy Serie A,Genoa,Napoli,0.1538,0.6249
